website,agency,bureau,office,website_in_registry,website_agency_in_registry,website_bureau_in_registry,agency_matches,bureaus_match,agency_name_in_registry,bureau_name_in_registry
wow.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
wvs.earthdata.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
wwao.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
www1.grc.nasa.gov,National Aeronautics and Space Administration,NASA Glenn Research Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
www3.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,TRUE,FALSE,FALSE
www-air.larc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
www-calipso.larc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
www-gte.larc.nasa.gov,National Aeronautics and Space Administration,NASA Science Mission Directorate,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
xanth.nsstc.nasa.gov,National Aeronautics and Space Administration,NASA Marshall Space Flight Center,,,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE,FALSE,FALSE,FALSE
DHS.gov,Department of Homeland Security,Headquarters (DHS HQ),,,Department of Homeland Security,Headquarters,TRUE,FALSE,TRUE,FALSE
CISA.gov,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency (CISA),,,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,TRUE,FALSE,TRUE,FALSE
FEMA.gov,Department of Homeland Security,Federal Emergency Management Agency (FEMA),,,Department of Homeland Security,Federal Emergency Management Agency,TRUE,FALSE,TRUE,FALSE
FLETC.gov,Department of Homeland Security,Federal Law Enforcement Training Center (FLETC),,,Department of Homeland Security,Federal Law Enforcement Training Center,TRUE,FALSE,TRUE,FALSE
TSA.gov,Department of Homeland Security,Transportation Security Administration (TSA),,,Department of Homeland Security,Transportation Security Administration,TRUE,FALSE,TRUE,FALSE
USCIS.gov,Department of Homeland Security,U.S. Citizenship and Immigration Services (USCIS),,,Department of Homeland Security,USCIS,TRUE,FALSE,TRUE,FALSE
USCG.mil,Department of Homeland Security,U.S. Coast Guard (USCG),,,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
CBP.gov,Department of Homeland Security,U.S. Customs and Border Protection (CBP),,,Department of Homeland Security,U.S. Customs and Border Protection,TRUE,FALSE,TRUE,FALSE
ICE.gov,Department of Homeland Security,U.S. Immigration and Customs Enforcement (ICE),,,Department of Homeland Security,U.S. Immigration and Customs Enforcement,TRUE,FALSE,TRUE,FALSE
SecretService.gov,Department of Homeland Security,United States Secret Service (USSS),,,Department of Homeland Security,United States Secret Service,TRUE,FALSE,TRUE,FALSE
Get.gov,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency (CISA),,,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,TRUE,FALSE,TRUE,FALSE
niccs.CISA.gov,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency (CISA),,,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,TRUE,FALSE,TRUE,FALSE
SchoolSafety.gov,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency (CISA),,,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,TRUE,FALSE,TRUE,FALSE
apps.USFA.FEMA.gov,Department of Homeland Security,Federal Emergency Management Agency (FEMA),,,Department of Homeland Security,Federal Emergency Management Agency,TRUE,FALSE,TRUE,FALSE
DisasterAssistance.gov,Department of Homeland Security,Federal Emergency Management Agency (FEMA),,,Department of Homeland Security,Federal Emergency Management Agency,TRUE,FALSE,TRUE,FALSE
FloodSmart.gov,Department of Homeland Security,Federal Emergency Management Agency (FEMA),,,Department of Homeland Security,Federal Emergency Management Agency,TRUE,FALSE,TRUE,FALSE
hazards.FEMA.gov,Department of Homeland Security,Federal Emergency Management Agency (FEMA),,,Department of Homeland Security,Federal Emergency Management Agency,TRUE,FALSE,TRUE,FALSE
msc.FEMA.gov,Department of Homeland Security,Federal Emergency Management Agency (FEMA),,,Department of Homeland Security,Federal Emergency Management Agency,TRUE,FALSE,TRUE,FALSE
Ready.gov,Department of Homeland Security,Federal Emergency Management Agency (FEMA),,,Department of Homeland Security,Office of Public Affairs,TRUE,FALSE,TRUE,FALSE
training.FEMA.gov,Department of Homeland Security,Federal Emergency Management Agency (FEMA),,,Department of Homeland Security,Federal Emergency Management Agency,TRUE,FALSE,TRUE,FALSE
USFA.FEMA.gov,Department of Homeland Security,Federal Emergency Management Agency (FEMA),,,Department of Homeland Security,Federal Emergency Management Agency,TRUE,FALSE,TRUE,FALSE
FLETA.gov,Department of Homeland Security,Federal Law Enforcement Training Accreditation (FLETA),,,Department of Homeland Security,Federal Law Enforcement Training Center,TRUE,FALSE,TRUE,FALSE
OHSS.DHS.gov,Department of Homeland Security,Headquarters (DHS HQ),,,Department of Homeland Security,Headquarters,TRUE,FALSE,TRUE,FALSE
OIG.DHS.gov,Department of Homeland Security,Office of Inspector General (OIG),,,Department of Homeland Security,Headquarters,TRUE,FALSE,TRUE,FALSE
tsaenrollmentbyidemia.TSA.DHS.gov,Department of Homeland Security,Transportation Security Administration (TSA),,,Department of Homeland Security,Headquarters,TRUE,FALSE,TRUE,FALSE
eGov.USCIS.gov,Department of Homeland Security,U.S. Citizenship and Immigration Services (USCIS),,,Department of Homeland Security,USCIS,TRUE,FALSE,TRUE,FALSE
E-Verify.gov,Department of Homeland Security,U.S. Citizenship and Immigration Services (USCIS),,,Department of Homeland Security,USCIS,TRUE,FALSE,TRUE,FALSE
my.USCIS.gov,Department of Homeland Security,U.S. Citizenship and Immigration Services (USCIS),,,Department of Homeland Security,USCIS,TRUE,FALSE,TRUE,FALSE
myEVerify.USCIS.gov,Department of Homeland Security,U.S. Citizenship and Immigration Services (USCIS),,,Department of Homeland Security,USCIS,TRUE,FALSE,TRUE,FALSE
BWT.CBP.gov,Department of Homeland Security,U.S. Customs and Border Protection (CBP),,,Department of Homeland Security,U.S. Customs and Border Protection,TRUE,FALSE,TRUE,FALSE
careers.cbp.gov,Department of Homeland Security,U.S. Customs and Border Protection (CBP),,,Department of Homeland Security,U.S. Customs and Border Protection,TRUE,FALSE,TRUE,FALSE
DTOPS.CBP.DHS.gov,Department of Homeland Security,U.S. Customs and Border Protection (CBP),,,Department of Homeland Security,Headquarters,TRUE,FALSE,TRUE,FALSE
ESTA.CBP.DHS.gov,Department of Homeland Security,U.S. Customs and Border Protection (CBP),,,Department of Homeland Security,Headquarters,TRUE,FALSE,TRUE,FALSE
EVUS.gov,Department of Homeland Security,U.S. Customs and Border Protection (CBP),,,Department of Homeland Security,U.S. Customs and Border Protection,TRUE,FALSE,TRUE,FALSE
help.CBP.gov,Department of Homeland Security,U.S. Customs and Border Protection (CBP),,,Department of Homeland Security,U.S. Customs and Border Protection,TRUE,FALSE,TRUE,FALSE
i94.CBP.DHS.gov,Department of Homeland Security,U.S. Customs and Border Protection (CBP),,,Department of Homeland Security,Headquarters,TRUE,FALSE,TRUE,FALSE
rulings.CBP.gov,Department of Homeland Security,U.S. Customs and Border Protection (CBP),,,Department of Homeland Security,U.S. Customs and Border Protection,TRUE,FALSE,TRUE,FALSE
TTP.DHS.gov,Department of Homeland Security,U.S. Customs and Border Protection (CBP),,,Department of Homeland Security,Headquarters,TRUE,FALSE,TRUE,FALSE
portal.ICE.gov,Department of Homeland Security,U.S. Immigration and Customs Enforcement (ICE),,,Department of Homeland Security,U.S. Immigration and Customs Enforcement,TRUE,FALSE,TRUE,FALSE
StudyintheStates.DHS.gov,Department of Homeland Security,U.S. Immigration and Customs Enforcement (ICE),,,Department of Homeland Security,Headquarters,TRUE,FALSE,TRUE,FALSE
TRIPWire.DHS.gov,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency (CISA),,,Department of Homeland Security,Headquarters,TRUE,FALSE,TRUE,FALSE
ZeroTrust.Cyber.gov,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency (CISA),,,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,TRUE,FALSE,TRUE,FALSE
agents.FloodSmart.gov,Department of Homeland Security,Federal Emergency Management Agency (FEMA),,,Department of Homeland Security,Federal Emergency Management Agency,TRUE,FALSE,TRUE,FALSE
CDP.DHS.gov,Department of Homeland Security,Federal Emergency Management Agency (FEMA),,,Department of Homeland Security,Headquarters,TRUE,FALSE,TRUE,FALSE
FirstResponderTraining.gov,Department of Homeland Security,Federal Emergency Management Agency (FEMA),,,Department of Homeland Security,Office for Domestic Preparedness,TRUE,FALSE,TRUE,FALSE
FloodMaps.FEMA.gov,Department of Homeland Security,Federal Emergency Management Agency (FEMA),,,Department of Homeland Security,Federal Emergency Management Agency,TRUE,FALSE,TRUE,FALSE
GO.FEMA.gov,Department of Homeland Security,Federal Emergency Management Agency (FEMA),,,Department of Homeland Security,Federal Emergency Management Agency,TRUE,FALSE,TRUE,FALSE
NFIPDirect.FEMA.gov,Department of Homeland Security,Federal Emergency Management Agency (FEMA),,,Department of Homeland Security,Federal Emergency Management Agency,TRUE,FALSE,TRUE,FALSE
PrepToolkit.FEMA.gov,Department of Homeland Security,Federal Emergency Management Agency (FEMA),,,Department of Homeland Security,Federal Emergency Management Agency,TRUE,FALSE,TRUE,FALSE
sass.FLETC.DHS.gov,Department of Homeland Security,Federal Law Enforcement Training Center (FLETC),,,Department of Homeland Security,Headquarters,TRUE,FALSE,TRUE,FALSE
APFS-Cloud.DHS.gov,Department of Homeland Security,Headquarters (DHS HQ),,,Department of Homeland Security,Headquarters,TRUE,FALSE,TRUE,FALSE
go.DHS.gov,Department of Homeland Security,Headquarters (DHS HQ),,,Department of Homeland Security,Headquarters,TRUE,FALSE,TRUE,FALSE
Juntos.gov,Department of Homeland Security,Headquarters (DHS HQ),,,Department of Homeland Security,Headquarters,TRUE,FALSE,TRUE,FALSE
myOIDO.DHS.gov,Department of Homeland Security,Headquarters (DHS HQ),,,Department of Homeland Security,Headquarters,TRUE,FALSE,TRUE,FALSE
NIEM.gov,Department of Homeland Security,Headquarters (DHS HQ),,,Department of Homeland Security,"Department of Homeland Security, Office of the Chief Information Officer",TRUE,FALSE,TRUE,FALSE
release.NIEM.gov,Department of Homeland Security,Headquarters (DHS HQ),,,Department of Homeland Security,"Department of Homeland Security, Office of the Chief Information Officer",TRUE,FALSE,TRUE,FALSE
Together.gov,Department of Homeland Security,Headquarters (DHS HQ),,,Department of Homeland Security,Headquarters,TRUE,FALSE,TRUE,FALSE
tools.NIEM.gov,Department of Homeland Security,Headquarters (DHS HQ),,,Department of Homeland Security,"Department of Homeland Security, Office of the Chief Information Officer",TRUE,FALSE,TRUE,FALSE
Hotline.OIG.DHS.gov,Department of Homeland Security,Office of Inspector General (OIG),,,Department of Homeland Security,Headquarters,TRUE,FALSE,TRUE,FALSE
SAFETYAct.gov,Department of Homeland Security,Science and Technology (S&T),,,Department of Homeland Security,Science and Technology,TRUE,FALSE,TRUE,FALSE
EXIS.TSA.DHS.gov,Department of Homeland Security,Transportation Security Administration (TSA),,,Department of Homeland Security,Headquarters,TRUE,FALSE,TRUE,FALSE
TRIP.DHS.gov,Department of Homeland Security,Transportation Security Administration (TSA),,,Department of Homeland Security,Headquarters,TRUE,FALSE,TRUE,FALSE
immvets.DHS.gov,Department of Homeland Security,U.S. Citizenship and Immigration Services (USCIS),,,Department of Homeland Security,Headquarters,TRUE,FALSE,TRUE,FALSE
SAVE.USCIS.gov,Department of Homeland Security,U.S. Citizenship and Immigration Services (USCIS),,,Department of Homeland Security,USCIS,TRUE,FALSE,TRUE,FALSE
developer.NVMC.USCG.gov,Department of Homeland Security,U.S. Coast Guard (USCG),,,Department of Homeland Security,U. S. Coast Guard C5I Service Center,TRUE,FALSE,TRUE,FALSE
dhssans.NVMC.USCG.gov,Department of Homeland Security,U.S. Coast Guard (USCG),,,Department of Homeland Security,U. S. Coast Guard C5I Service Center,TRUE,FALSE,TRUE,FALSE
